# omega_b	omega_cdm	H0	ln10^{10}A_s	n_s	tau_reio	m_ncdm_decay_dr	log10Gamma_ncdm_decay_dr
0.022876319851356502	0.11733563835371383	69.63411064285177	2.979733133956219	0.9700365992441354	0.013179801688092074	0.0265657456053443	3.500579721628128
0.022290244265185884	0.11934131862624996	68.2187024252029	3.0395706603369628	0.9864007637664152	0.04120797211234035	0.06617930646252589	4.261751791492645
0.022098281232681243	0.11421980289667163	69.89379892427435	3.058439223624277	0.9799839752078374	0.06561124957948904	0.05785373608072105	4.25241600141562
0.02225244587241107	0.12015348186917178	68.1278057087636	3.0481831378043642	0.9734233937599843	0.06553913117316822	0.12737437901708587	2.8713541799087596
0.02213275630561417	0.11868738081937805	69.16949871485957	3.0563298873498352	0.9640949931536416	0.0606724328807079	0.051707035521748046	4.642278217645941
0.022517418402923307	0.12029386994686271	68.60108705740139	2.982057257447081	0.9571483932518172	0.029602449059759735	0.10251573952132381	3.328655366835668
0.022666858573891672	0.11342564618124318	69.86462190869067	3.0159512646498308	0.9686007012219413	0.045108835136451836	0.058639636568499104	2.1472093282829006
0.02209199610238522	0.11865050338934204	67.82465187658784	2.969670694084621	0.9731657701694132	0.016653958015138616	0.043876141833166536	3.53235072482972
0.022518507659472026	0.11388794862780462	70.8411554089484	3.030638233899657	0.9791544378770692	0.06816965834309796	0.005580543191436322	2.973486993899376
0.022546193056545278	0.1138575122843339	69.29579621255745	3.02074993080668	0.9762574921867002	0.04936945378192686	0.09792287028273486	2.5549902096028
0.022376723505050485	0.1189253048473026	67.67258713708225	3.1371508713338976	0.9798133714320515	0.09802260431942388	0.07589276055296605	3.132621139378518
0.022474324424639074	0.11664347819944727	68.73714438982043	3.137228446351706	0.9770282389387883	0.10893406964766701	0.14013766115630852	2.6454989343442015
0.022408754975345797	0.12050014788247757	68.03359260584723	3.121753017030349	0.9636610841476672	0.07695437003578637	0.046435295342941524	3.752820080728201
0.022018137909544336	0.11861150193565298	67.91095436050125	3.1445376852649343	0.972200884786395	0.1128635975326671	0.18539279145007184	4.731413880720139
0.022321251212239285	0.11601553343651629	69.4281237779302	3.0308962684269436	0.9681036627730446	0.03862242334453672	0.07495113043690922	2.9153184462607644
0.02270606005216185	0.11664701021244653	70.53725023012923	3.0701237613596035	0.9844339814821504	0.07020509386877004	0.06517928102085613	4.648460529088612
0.02265327618437297	0.11919069276162825	68.46308155501286	3.0049711170594153	0.9781620077062099	0.03625639042124427	0.1480970789929256	3.9403465837865594
0.02233866014391027	0.11862451147630822	68.65856703969037	2.977800994466317	0.9685534233427023	0.01519505418302787	0.07148462279705568	3.664008805238626
0.022497527088644494	0.11447394619622236	70.09390253071967	3.097672871959597	0.9705908678230453	0.06852786239284474	0.0310597204046088	3.5119017907721095
0.02242985332650048	0.1144939479560007	70.26666382435957	3.1175748187699837	0.9767156141909143	0.10597990489214236	0.00711980954800653	3.9022263592355495
0.022732169865194888	0.11567851213307381	69.45752152643519	3.0954596451034906	0.96622564379468	0.09797375173169179	0.0781862682843569	4.098674379927938
0.022672921500388417	0.11559992922196176	69.76935288382452	3.051088790426101	0.9757812121178918	0.04093311043060044	0.003776259761292075	2.5239011478764306
0.022296971085928707	0.11681383503526999	68.72426645793135	3.075874956091435	0.972684469506097	0.08343829083821139	0.056221966694868224	3.766275086509234
0.021930185706617138	0.11664045761011692	68.94389263812707	3.126896743355357	0.967536847529738	0.0987356823143356	0.0433693320571478	4.589331512484478
0.021862234432932025	0.12003683116888304	67.97805819496051	3.017849756964664	0.9626459489431615	0.04496491307365755	0.0995574650891477	4.604962050688499
0.02210928556092516	0.11613247094785699	69.31951614055905	3.039341578407959	0.9714852750629165	0.0515138726100524	0.013484750154174104	4.508012870716554
0.022517959559381392	0.1168854518342327	69.33469007900672	3.0747084070482233	0.981844366158334	0.05936878182440446	0.0852853616293402	4.535727266639467
0.0224331490613273	0.11965069789338903	67.72779888255329	3.076459789100198	0.9790516735453889	0.06621961394524414	0.12240401949585059	4.696634722079749
0.02229463362700991	0.11944089700377955	67.5475568248817	3.101048595965493	0.9637807479197271	0.0833568557531777	0.14929166741726038	4.141496601289531
0.022118871971625702	0.11521125655800356	68.64502434351363	3.083175223960866	0.958484438409407	0.07026274889500031	0.06424309878337996	3.4931784219104025
0.022656973846995172	0.11952142796316788	68.0863168858404	3.09653273116722	0.977546866725206	0.06245813643156725	0.056165195245638386	3.308230048222291
0.022889981405627476	0.11449478711147162	70.56165613665858	3.1485673241057532	0.9919448241695619	0.10960587453773989	0.12135374101531277	5.232157298175499
0.02316171110111705	0.1166441147169633	70.70069286529292	3.0994782783043675	0.9705107269080896	0.0910670435107815	0.02057303871223265	2.965962367038208
0.02180967607813148	0.11447593975699866	69.50098631893452	3.0927478179593493	0.9849335221764456	0.09229680716954625	0.039411918095030064	3.176115905885294
0.02210191857297656	0.1149669067229011	69.43910081820256	3.0037581454494235	0.9721507692556774	0.043620183720247424	0.09647884182657038	4.176238801446199
0.022593054086592963	0.11959014360284878	68.46757524559577	3.174629677915208	0.9748574352532279	0.12627921316712717	0.053755104931309736	2.2715947106882513
0.022094260329875944	0.1194289754845193	68.05439058044593	3.0822228654445656	0.9745924148664521	0.056570167837456366	0.12009087012924646	4.7196156846664215
0.02216470046853304	0.11687979894114908	68.16176551628462	3.0177750189765136	0.9642623062429725	0.051762949171229325	0.15043844582932286	5.17735086496665
0.022689380234723215	0.11555225242977005	70.46852670663877	3.0198590989468026	0.9909835529889338	0.05940868745232207	0.008795133392464675	3.4278304756504028
0.02258898963025946	0.11951429520056074	68.07195176618778	3.0178829796300213	0.9781785956201163	0.027077408175687233	0.05441110969323699	3.3088034843256184
0.02199811944702069	0.11953416492329726	67.308659224211	3.056835461682335	0.9541206940952103	0.06535317422611936	0.005809297736507669	2.676675083087088
0.02228577148244979	0.11785147310447315	68.44421302636586	3.0809454037316693	0.9901708255231969	0.08834371951155617	0.01923003120984491	3.019716101419645
0.023110445799887257	0.11499517296340378	70.10931696908266	3.04656197223042	0.9838916831411231	0.05044110183370747	0.08048557828580413	4.0353562798403475
0.021841136449800277	0.1198868358632126	67.77773801076879	3.047483827603262	0.9664277986303663	0.06806555419588044	0.18395511625226646	5.294486109243857
0.022258048851219316	0.12211686782620206	67.17364983916073	3.0579153812143387	0.9489374055072434	0.05959576712053962	0.07563327111788952	5.015931504768206
0.02256105314669767	0.11506098854569179	70.13878670901583	2.9987856442328673	0.9604387486860299	0.046260260595369085	0.0857642575466143	4.110421779056023
0.023024134229498946	0.11757359422727295	70.10738707216585	3.1605871736602964	0.9787666337591829	0.1089054732140591	0.019766482897757176	3.9796007216581772
0.021618704278265413	0.11942695051991399	67.78683890955811	3.0546053206417403	0.9535110179323667	0.05899068338166128	0.09380998189455322	3.205252760927423
0.021767289297794434	0.1188614553108079	67.63142898205567	3.1219541060446483	0.960656353813469	0.09904689485739049	0.09166477590562916	2.5715275997378555
0.022729997460833182	0.12104921838457047	67.61078476725993	2.975945675450925	0.9502783972918875	0.020262653624491735	0.06215242000712382	3.3330839000733197
0.022780654873541497	0.11578210743838442	69.59291577553996	3.129319511539458	0.9815893440901181	0.09901677991194957	0.1723628163720458	5.16071957222002
0.022869375738438943	0.11515034985961456	69.82460091199053	3.0923108076823653	0.9674291831725504	0.09152498969703146	0.18875540116998746	5.137931547589109
0.022511922469785554	0.12011922359184331	68.38949470275614	3.1387346515793033	0.9725209643734171	0.10180611720674804	0.12718151768950636	4.656506019023471
0.022545849649236165	0.11245100620808426	70.80358924846365	3.118672155941859	0.9875768586621424	0.09731755800868916	0.08719992620645828	4.726012999318733
0.02277996902678317	0.12246446216846935	68.06390352787477	3.0553482395082976	0.9628477004998887	0.06005183516082831	0.04217753078837061	3.654946986224597
0.02324535616443541	0.11686002290472536	69.45847410373031	3.0601899218664688	0.9833874839976291	0.06084124475335464	0.053836190570703	4.544042366494222
0.022414464310397363	0.12071227624626492	68.04899072713935	3.165975372678283	0.9696542873000337	0.10432359323823104	0.08416119949037679	3.6016079964327634
0.02272753871309977	0.12124741895744537	67.3967167992135	3.0134499242752057	0.9508662199514312	0.031093351084918577	0.08539921965728796	2.091128471523924
0.022658690923050288	0.11481242945740582	70.25259115893198	3.024091898097325	0.9586723023754455	0.046712861722681714	0.07061517498063777	4.410456103446096
0.022544176180467636	0.11715915915651347	68.93466291975342	3.0234488008587497	0.9567207193008082	0.053340830885808835	0.03972139733627645	2.2901277583162503
0.022978181850436555	0.11765116509374779	69.79786406989136	3.020245223721371	0.9840636355505633	0.04373725654221741	0.11862018174215294	3.790727507904286
0.02157248507577671	0.11726012945909373	68.00191958212541	3.069694160670979	0.9629383956477886	0.07663024310176955	0.09267833142784232	4.5599140830890414
0.02270703302782319	0.11516738130564878	70.37966420115474	3.1324599732726788	0.970413829974426	0.08892048073835059	0.11401247141484755	4.6367040590927395
0.02286659592416017	0.1171728080832045	70.0827662024349	3.1403018607875874	0.978206706844221	0.09952549005697608	0.06533572715297215	2.4630411532049044
0.02220331995034745	0.11993120952076732	67.29117679157362	3.114129734086552	0.9672932370252009	0.08354989731541781	0.14382872499314567	2.6880584666356553
0.022910178049346263	0.1163169501622175	70.14939933512734	3.075125848104392	0.9614834119003782	0.06325755345998377	0.08718705241138194	2.9731296439403976
0.022134658228045456	0.1173257898250807	69.04014556161064	3.10160147126322	0.9594156721855578	0.07079262963781159	0.04866600758099539	4.95565132240032
0.022801828491980144	0.12111254965751515	67.7973323765338	3.0974849471789967	0.9559519815471434	0.07174357642041844	0.12343564326476267	2.8953929280001534
0.022935844101002512	0.11725968462501209	70.10150946244347	3.0366426226463448	0.9682792878271642	0.0417532675136965	0.021890424688002248	3.2754014025960316
0.02211951904022885	0.11714658133379949	69.50964682474982	3.0428774384081203	0.9828893940722297	0.05945956498582922	0.07175576903345948	3.639956344374885
0.02244422543499218	0.11500279936818572	69.84833495995576	3.0055414568519607	0.9624005761279855	0.04805212335239589	0.11151402489153536	3.763905558392916
0.023226975676418727	0.11865606651236985	69.23383507575315	3.0092949194309635	0.9711413532698469	0.04129077587756458	0.10814312072028862	4.824201974294144
0.022459352301903705	0.1223385655058079	67.78821334112548	2.973444337316605	0.9643566810287804	0.028772209454832866	0.0310020691171463	3.4666894089390463
0.023067551402200164	0.11641291948022843	70.58236428923813	2.963413571546327	0.9788896883189594	0.025078397768763236	0.011364704129468401	2.1718317700717806
0.0224018393924518	0.11816944608178749	68.79945930612828	3.0967458694850736	0.9583468546731575	0.06703328770544523	0.08413147743783707	2.312947627760819
0.0219475217218554	0.1176570074118538	68.70079726927196	3.0540266969557326	0.9756560865943025	0.06584805573116087	0.10052561267077828	4.5262235791034335
0.022337322315963172	0.11506935609417093	69.85591514311602	3.1034772568020332	0.9677346021577579	0.0804399663449628	0.08551982786551848	3.7423804757417916
0.021952088252332556	0.1180175838687488	68.60429646002684	3.0682432679459706	0.9888342626262724	0.06129547850166501	0.04195731043094228	2.770327541609159
0.022659659050815233	0.12055278004675359	68.53541874521756	2.9711502952469035	0.9643491330443719	0.028541996008436314	0.025366621542846926	5.328283961013371
0.02169779334396776	0.11791658399747913	67.80423282442992	3.017858316714231	0.9719798626530427	0.04798039704894054	0.15319533001572813	4.919119002814739
0.02202591425067295	0.11965625171129558	68.47434195855891	2.991455586778135	0.9559310871526003	0.02912176284923855	0.016320124558240848	2.4986350763558907
0.02295330035254897	0.11484118650457943	69.867354537581	3.0309304364248004	0.9703158783243941	0.037182086372455576	0.06608464552997699	2.347389836578275
0.022285906298324543	0.11447838798628658	69.78289137739026	3.0686675224614977	0.9734991550038734	0.08173676681883152	0.16979230461489553	4.831038817786482
0.02214722474676006	0.11621158611743998	69.62189877506142	3.0880275624281106	0.9655764743864959	0.06694401078759289	0.018650982616170958	4.583207608006779
0.022227871554602003	0.11993790348107837	67.2579161328019	3.0991860056156435	0.9527391113278745	0.06941990499035802	0.03471093254677779	2.9648786458143714
0.02256214489378381	0.1146616222878433	69.58160694073908	3.0340250082522293	0.958152241913712	0.044313133770214744	0.08289522950440245	4.465059362598135
0.022802729256832178	0.1151012351262505	70.4453042734006	3.050235673937964	0.9912744253456663	0.05819279549173909	0.12036445872839341	4.881707589945982
0.022147958208662992	0.1212715028836294	67.4663381385428	3.058555289983694	0.9760524777007813	0.054933252999787005	0.05430422260766951	2.9208827566596702
0.022598433706308	0.114128661490612	69.84049019236103	3.1185771873370522	0.9719978645420921	0.11119215833769058	0.1283624841244509	4.61982305845336
0.022391499938459163	0.1205072376668493	68.39819884717546	2.981285026228648	0.956926554018097	0.026421702149210802	0.05875882578473305	5.39099393229485
0.02244663050414418	0.11884748868610093	68.05242265252022	3.007801372358653	0.9678224139198932	0.05194290253276966	0.14549464461343603	2.9542949704821875
0.02274053509970239	0.11869885863489277	68.86227180817602	3.0898717188433444	0.9651050723749617	0.09421827701288196	0.12102817954523418	3.0876443333014585
0.022882205180699503	0.11639206249377226	69.39815825251311	3.0425779114185	0.9858878246756867	0.05614799520725132	0.06233999763763351	2.979338348663078
0.021599420317240305	0.11957507421076624	67.54051446572073	3.0866603573155444	0.9757895266232568	0.07663690996207843	0.0757894055769184	2.5825105422620176
0.0230912641487738	0.11455535560255876	70.28140599114356	3.1431623559469513	0.9816100227339947	0.10862812623682541	0.1558756153624266	5.158081458732804
0.021918406735730533	0.11567262682278709	68.66452003203827	2.997180590674626	0.9636423949303689	0.028859067425018745	0.09215576751276994	3.822889085281683
0.022063536076297737	0.11661684316195135	68.23480062695097	3.1070160710069716	0.969714811027497	0.07214702361528459	0.033521587580285166	2.434694415897658
0.022147290520805336	0.11462925086419606	69.92669254586579	3.024526597806191	0.970492941823379	0.053808586154582984	0.07800586756907016	2.783979437836411
0.022576878681068762	0.11680496756773752	69.78683942751023	3.0792801895827417	0.9751779717013431	0.08957948812215441	0.06125214170300288	4.808579767134791
0.022419176181192768	0.11915457972068556	68.07330915888458	2.9774653112087344	0.9728544077065681	0.02692848275340398	0.14984652353074635	3.2178968163826864
0.022355512942564448	0.1226377559350437	67.56536344180233	3.0440775810586436	0.9623196297413126	0.06092498314225867	0.016502661792542343	4.591031019235487
0.021769164364352923	0.11690882767185524	68.87776992304627	3.025624401172253	0.9785809454367218	0.05025895206149154	0.003839782546753309	3.523773138668171
0.0225573543117879	0.11736153695143103	68.64333267376918	2.99767714336628	0.9553827636955776	0.02663467676623639	0.025290280466480436	3.253306013552482
0.022973059691455234	0.11486860584781694	69.99500019926361	3.1413409938049917	0.9734580529649173	0.10787230181650537	0.06154087338493484	2.0658109977087724
0.022646978010202667	0.11842069360132099	67.80795604161713	3.020405998256406	0.9739862582743335	0.04294968076902511	0.028674828907848275	2.493367261824328
0.02283899120032094	0.11772193111607161	68.69796626543494	3.0414892896313823	0.9768433050420603	0.05841232573142528	0.10425543613210791	4.473418753923085
0.02222107408208441	0.12061884001338997	67.70161270166942	3.082739702618254	0.9774564595097903	0.08132382473363764	0.03709407504980813	3.593849379301987
0.02278117979325985	0.11658645640265222	69.74385584333733	3.0416457676514996	0.981141384149815	0.047123974552347535	0.008663296253996729	3.680860922978523
0.021528301431857768	0.11783820141641953	67.86380615374058	2.991755290206971	0.9645382982252839	0.027306050276034395	0.0020570837706859434	2.748837403829337
0.022290312888042264	0.11867935073366455	68.53718482039773	3.058401791447437	0.9658090089547885	0.04435739952334443	0.08561860428602243	5.387801606160815
0.022097386421945617	0.1183981676516953	67.57092537432561	3.035484362558382	0.9783658518935748	0.048389552774890696	0.1447017672634591	4.147158388062395
0.023198566715871314	0.11507019992316357	70.31232801965741	3.029655495847511	0.9761840558178615	0.052364339405285516	0.02911249728611913	3.769350380728124
0.021818141203558922	0.11874004303851274	68.11783144841723	3.072136068069462	0.9783429885306454	0.0768253305933455	0.0031303722849018584	3.5255131641968607
0.022688536995206572	0.11637423357061841	69.10140300126857	3.1371420434244857	0.9649044608878375	0.1126745541584672	0.08646803320626331	3.981426409540983
0.02176088666197078	0.11792000282672693	67.78984275722686	3.073562021371075	0.9860809269702945	0.0728125966567466	0.08256250811185775	3.3057206583868193
0.02242575085847807	0.11916756432529904	67.61776554755737	3.0723052328257827	0.9455083866519897	0.07534653146716495	0.11783890800453789	3.9451685292068372
0.02227170299118089	0.1221336599612401	67.00348210389186	2.9670698804963296	0.9599651280031569	0.028085899372815165	0.0140295978274742	3.3961327114711612
0.02163384407248035	0.11754219617955015	67.90659485438627	2.9980396358159296	0.9612779448870068	0.043807622509437066	0.05830017840992269	4.03632955724036
0.02250452148117538	0.1208756689880536	67.26432223584985	3.0711210614440767	0.9639287355167203	0.07850839488195657	0.0037058380332232015	2.3300620890231127
0.021770003468113426	0.11739222753659638	67.49150496382461	3.080811308925086	0.9744355560235418	0.08446598750582296	0.1499871176991231	4.63640159198531
0.022811980909765325	0.1209379040227042	68.73832761612546	3.065839342213268	0.9707590155932768	0.057481528419648084	0.10542855350701374	3.7221813012405205
0.022403748625289786	0.11493000906454152	70.66652485911284	3.059101022827061	0.9758169699301185	0.06892483195979052	0.02412133141749229	4.063248433659421
0.02268196349657127	0.11895322480393579	68.41464427051696	3.0449541337662613	0.9448477664728879	0.055052464353489594	0.13490275876252297	3.9379351324188443
0.02238372084914968	0.11886282237921307	68.16834003220251	2.9905513579594714	0.9791945365911116	0.03840190730243133	0.09660417268131796	5.016995526113156
0.021518534299113518	0.120416511568338	66.92718176744745	3.1167477338756546	0.9639644157804299	0.0931983754383391	0.11365781772393402	3.4820475394445625
0.022345430270695566	0.11557979830867707	68.50960096549403	3.0558560389768363	0.9837236630137209	0.07094301669055035	0.00748444629764769	2.4555186085806406
0.021686212830131748	0.1171158620018722	67.93903798028684	3.0001179175975063	0.9800597078204051	0.040832939242364696	0.014893206547690224	2.1064068445584763
0.022856087729907715	0.11432744576743709	70.77433397946409	3.0795398662272224	0.9886334405223942	0.07989904745111238	0.05920884211450662	3.5309004931838532
0.022972456193012997	0.11645436768496514	69.11537101569125	3.0255081400049346	0.9817379618333494	0.04544496652385381	0.08977297193103284	3.6728971204556506
0.022268483803208852	0.11524343101373313	68.93292449651432	3.054128401267797	0.9839874878902547	0.055823554265536174	0.02430195367026048	2.0049142754816174
0.022713045859118534	0.1171715045738491	69.53767437334659	3.0371211407905787	0.9696773386208829	0.041661037151157196	0.10994738592950948	4.463657775125892
0.023048752598497892	0.11487885500832652	69.8857419070571	3.0716071097579905	0.9803377090333003	0.06946649722992038	0.1356736106001173	3.2344250177739378
0.022289672466443367	0.12154207945966004	67.10330516607353	3.062206202385831	0.9589048920361642	0.04989073677005301	0.030639752779172205	2.3951068898294876
0.022528119447724055	0.12041009257661413	67.82196836733826	3.092998854413333	0.9553484166383452	0.08759391397359499	0.07547394700624871	5.095020470416824
0.022144737551592037	0.11469048673228312	69.41634762057075	3.0537463425408067	0.9735060234169516	0.0783903376935819	0.10540647972512293	2.245490551109513
0.023074380237383642	0.1189803585519686	68.82396275476675	3.0780223788958665	0.9557307639533686	0.07745764909794815	0.11990746348089096	5.399995119688633
0.02225918427968951	0.11646126722192994	68.27507738867719	3.0972328925946417	0.9609902281367132	0.09696866905662307	0.060396432607062046	2.181843465882585
0.022044224482259542	0.12008206606041609	67.29131498426428	3.097814964510971	0.9643201844505668	0.08367629065024125	0.18809906094545903	4.222098238232162
0.022036043275912034	0.11442528317636359	69.64715941431525	3.065112983156747	0.9657401782329046	0.06973579615274081	0.023975436805843527	2.7777626371677657
0.02284723288373028	0.11711139210527559	70.54919764204435	3.021503085816151	0.98328931714963	0.043554451551311615	0.05061842855190166	3.9781635805976308
0.022543029116376404	0.12048691047463565	68.514078242387	3.0436145629061326	0.976907937240496	0.05269631817661288	0.12557743722037565	4.999227792597273
0.0224960307673275	0.11889514492969638	68.9873340560494	3.028015698894482	0.9831763957680336	0.05841067339379485	0.07478008232422687	4.830999108521636
0.02231375921083425	0.11851090814677274	68.94856146735549	3.103144615033627	0.9592400774473381	0.08905519931166093	0.12289127429216942	4.544140085055709
0.021697791275077684	0.11623275885751495	68.92767449758296	3.081854608623923	0.9839911331811354	0.07619660850661916	0.015427918627346646	4.096093961143502
0.022430665315075888	0.11660252570048667	70.07427642787931	3.0950115284002577	0.9652893594524752	0.08680639339061019	0.055716767295447715	4.180020408017054
0.022749435785673358	0.11664314618409984	68.8036791619371	3.08516204888459	0.9613535313949731	0.07331716389596493	0.16396588954150687	2.922413889038775
0.022595267750562403	0.11655395890773847	69.63899927419118	3.0618506972610446	0.9692760738891559	0.05256438881319332	0.134322703274201	3.630677109058599
0.022441452867809485	0.11853975041719947	69.37603787041897	3.029065989801388	0.9814417324589094	0.06053396475970287	0.06643516373706021	3.8436648804591442
0.02236001577024273	0.11926013966838386	67.58972920118116	3.107691020412944	0.9635260758978041	0.08166568741191248	0.16344767319928613	3.979227901228864
0.02337983926587105	0.11712355637562623	69.73028840247696	3.0601131937404573	0.9706347071425714	0.06902840764090955	0.06485640102616895	4.462094863411863
0.023125702933433936	0.11685354170462646	69.36883749430086	3.0417194154920253	0.9773293382141516	0.04844735564157852	0.08684306660841803	3.8069007573195055
0.0228283312151423	0.11704143103262438	68.64933979816232	3.157459508790295	0.9661051470848003	0.1084904022392286	0.03087213012535752	2.922120488890493
0.022909375265052833	0.11850623464419599	68.24952998728574	3.1219045662766964	0.9651850870544053	0.09067983895640233	0.109625957139029	4.125062984987455
0.02264715769236793	0.11815530001922715	68.73453080182611	3.072300397242353	0.9648638813615192	0.05093088583143576	0.12373278291879078	4.810127437099581
0.022530069438664237	0.11813878781748806	69.08810571288733	3.075843902591198	0.9464022734344263	0.07017624214739686	0.033561972420314806	4.5691571419162775
0.02258705036951575	0.11844947320756298	69.22481538296869	2.9770764764950113	0.9892831175486632	0.03361241019065776	0.05238119839566159	2.178753539063779
0.021910283837614453	0.1162729045563967	68.37743731315581	3.051582879222071	0.9614067211840811	0.07227495259712435	0.1348841094337684	4.004837328251639
0.0224504689146028	0.12205122536106017	67.53454380209135	3.0546669998191236	0.9605970403688479	0.04605918904505597	0.07870529899160408	3.361853120786222
0.022147420977776305	0.11531441228546307	69.2657009761293	3.048478467633878	0.9533873246650386	0.056354345116018126	0.08868640652700185	4.475128835756562
0.022933901382558155	0.11691740714857864	69.66694428499153	3.0767340438543083	0.9499412482007055	0.06703952282311819	0.03337721461534904	3.5108050840135165
0.022640622227570722	0.11602487349889416	70.0381508990502	3.04674263438589	0.9853877569950127	0.061531845857916434	0.04663073078356926	3.7526870016297043
0.022289311980361413	0.11642429810921845	68.09346520791247	3.0424720750837135	0.9798417980306987	0.056351804862489446	0.05474658482202033	3.7526293180546553
0.022174180405388287	0.12108221808820016	68.00848649423116	2.9751512765989268	0.9446660884758815	0.01891503317672566	0.05757139336122984	4.2040205307816425
0.022784092651580035	0.11563569537668505	68.9102724526422	3.1548434720959566	0.9755915098540969	0.10829725730349718	0.13630329836555322	3.663762842470904
0.02220152435404736	0.11756995480874978	69.08440980635244	3.138495459779884	0.9528025445086615	0.10290643967108382	0.023506319402833348	3.070260143580061
0.021836051135702108	0.11661882461748911	68.1143066401354	3.0552146304869754	0.9855501142652071	0.05976689382889202	0.11649745898855565	4.299460921934854
0.023168756872111944	0.11868684299001099	69.98042382108478	3.0613480434918747	0.9644504749836545	0.07020640106646685	0.05145250036393582	3.735920752555367
0.022586767716231727	0.11834205286163667	68.70004515990577	3.018212236519841	0.9488449005345113	0.0565500990013624	0.0026585268518818025	2.7704655313424995
0.022258201106461244	0.11947509182233058	68.36919371745728	3.035425181483334	0.9764808902571163	0.051492618598379114	0.09821288624051089	4.1551177082121304
0.022015339694802957	0.1186644747604101	68.17548021318098	3.099643932785603	0.9748685548420026	0.07236300966037193	0.1463077114578302	4.428062540509176
0.022555518988968012	0.1179501606444652	68.14981724754608	3.077852577260459	0.9498735846498516	0.07421955028101655	0.045651202171876015	2.3695165659709403
0.022219497444825216	0.11747853447265807	68.54395499512404	3.0810790144395352	0.9626994651784453	0.07054578092921569	0.030182612991252175	2.052041157330297
0.022028906350304658	0.11883515595693647	68.0528743589219	2.984949586062349	0.9697539522024341	0.045018645929220336	0.0445078191886461	2.495475281809214
