0.0	0.3	0.51	0.71	0.93	1.32	1.48	2.33
14265.890344470723	13030.585314014928	12280.333015622158	11648.048313962334	11035.069025407827	10124.689924698636	9804.795430739097	8474.677497693076
14250.198268570271	13019.239197115598	12270.691588705722	11639.31197598145	11026.78476439766	10116.411511334201	9796.3599781981	8464.950592179532
14142.057164909593	12907.591663329546	12159.286338570986	11529.415805771901	10919.365049017875	10014.200741652949	9696.334833499777	8375.421859888558
14134.202633241359	12913.181799350905	12170.806970516149	11544.70367437555	10937.347996604225	10034.736825853532	9717.430469571733	8397.492779406026
14196.41793166694	12987.966341173968	12249.827558349218	11625.377588982898	11018.105779416645	10113.269775044964	9794.623151170816	8466.794045648698
14129.876700849922	12911.340995907025	12170.150998681149	11544.864263599873	10938.156309307582	10036.284119246284	9719.18407343546	8399.87769584934
14121.588167565798	12913.02144187808	12176.140569270032	11553.50852173113	10948.605743802489	10048.238331612656	9731.39090048468	8412.019847864754
14321.666727825846	13111.66146031137	12370.942863756203	11743.382789118934	11132.347820291265	10220.760130029463	9899.464653730472	8559.487749140995
14183.250317074051	12992.865553992637	12262.987466984288	11643.937794711474	11040.646560850097	10139.758828592474	9822.029520627715	8496.059107350537
14188.097415358498	12991.303044943032	12258.549420995823	11637.720279940144	11033.259508470708	10131.569299886392	9813.795619694685	8488.703212490935
14134.532033725693	12901.923166944101	12155.223199846956	11526.952088032354	10918.629385905673	10016.264367807937	9699.425140693176	8382.843220880097
14224.502567214216	13009.403458289666	12268.239998094354	11641.810881357813	11033.06924014364	10126.734539534402	9807.720306968553	8478.983010149155
14205.457777210533	12991.634885024529	12251.371653579934	11625.7708608435	11017.886504759736	10112.906384075992	9794.386648003272	8467.773929697836
14206.767999508624	12973.626854718153	12225.169612167405	11594.645636497735	10983.553041471021	10076.22224858057	9757.450389534819	8432.185008687784
14064.310951830104	12847.529040001144	12107.941953693391	11484.306516058312	10879.435751179302	9980.655437228137	9664.727962675815	8350.65524931679
