# z_reio	Omega_Lambda	YHe	A_s	sigma8	Mnu_tot
5.8872222900390625	0.6947673720261244	0.24769817819833087	1.977296362300524e-09	0.7902439180684245	0.1007722212435262
5.3011322021484375	0.6981388712476171	0.2478282375765801	2.010897684115742e-09	0.7802765176916933	0.3037384720911535
10.430999755859375	0.6891438052038379	0.24797196672467556	2.1943602947455187e-09	0.8013405502388388	0.512597230158074
7.6918182373046875	0.6976272653424802	0.2478992900089024	2.049998083631991e-09	0.8076353171693297	0.26539803716375543
9.163009643554688	0.7104346885013963	0.2480602636306011	2.1138768226457257e-09	0.7906069580752743	0.5118679086638289
8.549545288085938	0.6988466825433874	0.24831431839212006	2.1611047231735436e-09	0.8150211288951793	0.21791029820245594
6.2423858642578125	0.7055126641709837	0.24840330976467379	2.049932193822426e-09	0.793144881667743	0.20776597097781985
11.399627685546875	0.7164863954267953	0.24788688475787105	2.2557615178619245e-09	0.8218062438566173	0.35003570736812517
11.225555419921875	0.7208248598157816	0.24829808595430727	2.2326022570220514e-09	0.8404739408318236	0.029711120588808898
12.331756591796875	0.7179583307850184	0.24814762883019048	2.2874397392073023e-09	0.8099600918636587	0.25834982080901514
8.977706909179688	0.6871252821650096	0.24763958588322244	2.1495195620114885e-09	0.8524217528777964	0.0017470488015934663
11.292938232421875	0.706528979556515	0.24788053238810567	2.19458309603268e-09	0.8377317935056721	0.29502893451371437
8.581832885742188	0.7060618922447652	0.2480392115980357	2.1069282443605474e-09	0.823222793103603	0.28162471377711024
5.1635589599609375	0.6927618446634551	0.2477744713064307	1.955770010664457e-09	0.7845679209972191	0.15412726526419865
8.892776489257812	0.6968312123751108	0.24828725626156267	2.1098653369477343e-09	0.7976852615558154	0.4138991539571438
6.3322296142578125	0.6949348837972955	0.24797803141548636	2.0940294885362866e-09	0.8147902399467671	0.36868195742570486
9.537826538085938	0.6926078834875671	0.24793279916823993	2.2001277665098555e-09	0.8468993474349789	0.05974243336339769
9.479568481445312	0.7333354053408676	0.24815298891655993	2.1714275190428523e-09	0.8159982032601105	0.08210919589692087
4.546058654785156	0.6974442468267004	0.2481478418701331	2.006371286198731e-09	0.7717763778847715	0.2929211417065963
9.692245483398438	0.7066630032857826	0.24826047681129082	2.189943877673136e-09	0.7922001607771377	0.46406951527813445
8.530593872070312	0.7147785229573502	0.24798332183309496	2.0573307910344034e-09	0.816868233234768	0.05103928561763423
6.6824798583984375	0.7101203034890649	0.24830430206028012	2.0462405560690853e-09	0.81100453109602	0.11255654249556286
7.4496612548828125	0.7211530771827648	0.247995512888659	2.0747967451092385e-09	0.8042428078632036	0.05146450586323088
7.9283599853515625	0.7202755415607542	0.24809061646887254	2.0407308465150663e-09	0.7698641331204075	0.3354776985982019
5.8556365966796875	0.6997420273326191	0.24801753770427923	2.0653830086096154e-09	0.80413803356954	0.1268578614925498
2.5993270874023438	0.7106578997526846	0.2481927769543347	1.9682563336019766e-09	0.7912889808069468	0.0796972368160329
6.3006439208984375	0.6954994958723754	0.2479446805779898	2.0896269711489132e-09	0.8231669690827632	0.19853791938757764
8.767837524414062	0.7208066292424735	0.24786231514575738	2.1294295578355693e-09	0.8133024609657824	0.17356120824216315
8.889968872070312	0.6916759696522674	0.2479284973495681	2.1077015581166504e-09	0.78918810045805	0.3821231370512576
8.365646362304688	0.7055513587955924	0.24787713839476067	2.1249426087312606e-09	0.8290163844508407	0.15512110656524414
4.9270172119140625	0.695909851952263	0.24804152702027896	1.9728361243210386e-09	0.7742450071407438	0.30754721856397144
6.5947418212890625	0.7192363255308464	0.24810479218986087	2.0408495590018405e-09	0.7716010214461179	0.1759189097054973
3.2029647827148438	0.6937972580697422	0.24785961137679904	1.9485501848365187e-09	0.789553678267611	0.1316284254994996
8.896286010742188	0.7280683792725915	0.24804198950826578	2.0710446481185435e-09	0.8086745017216443	0.016741629574308966
7.0825653076171875	0.7141289266440355	0.248053738007805	2.050666449864869e-09	0.7624203773498133	0.2937686108482046
