0.3	0.51	0.71	0.93	1.32	1.48	2.33
12945.557998153841	12200.493956792414	11572.619315048174	10963.919025947318	10059.842971230262	9742.135509721678	8420.881750190225
12929.811736205049	12186.593251436369	11560.216087506342	10952.920561409741	10050.855641503184	9733.83596850991	8415.352156068582
12927.794802401817	12173.846994288917	11540.846232137263	10928.993665046066	10022.962419535286	9705.198094870098	8386.205513794244
12929.750228399998	12184.572487531486	11556.980708709221	10948.847770076738	10046.054990686634	9728.900071367674	8410.340170362419
13025.02304292697	12280.981637082288	11652.784815764204	11042.84489211469	10135.513031797569	9816.329816346062	8487.597468269814
13004.725427473315	12260.231166675545	11632.021923718747	11022.359658355434	10115.882484700855	9797.103162398607	8470.466413093764
12919.73131773367	12171.351694029006	11541.891154312012	10932.58783151577	10029.022868586952	9711.820745619021	8393.958682127655
13116.076991614313	12374.178459097222	11745.925489892199	11134.46191084918	10222.620581968118	9901.328506569296	8561.760172190881
12941.83432772107	12198.462052353872	11571.78980302388	10964.079796109843	10061.204787601117	9743.855289786916	8423.82081964852
13041.884760522766	12296.440061798909	11667.137586963323	11056.186536175373	10147.446544323888	9827.790687658604	8497.184567564687
13069.044715671678	12333.562482664027	11710.150526589667	11102.919785694567	10196.63174489087	9877.111542217166	8544.124588711527
13011.162062925048	12276.154264440696	11653.78732621561	11048.085361252135	10144.867350712522	9826.614945127934	8499.66175346148
13038.676692104105	12299.29184581865	11673.83686028836	11065.620116805876	10159.409699657566	9840.281809752885	8510.406819484166
12923.695263901249	12179.006266652505	11551.579416156954	10943.43455371158	10040.412227989062	9723.141388271624	8404.081063433812
13018.3441114399	12273.15810678485	11644.316735684995	11034.003015209293	10126.498882055832	9807.344658035607	8479.091406818214
13099.087623450738	12368.553651601598	11747.704451051939	11141.659873179979	10235.100934049307	9915.001623482469	8577.643355385377
13051.721902779367	12319.358216075263	11698.145461712427	11092.70011442046	10188.518508561778	9869.607495846436	8538.60682176134
13064.614023384813	12317.46786124052	11686.714408600017	11074.351738570258	10163.529257458511	9843.151632532235	8509.651584951018
13050.76182402654	12307.164781931262	11678.821355859605	11068.330056214116	10159.555628086084	9839.720154384162	8507.701174018128
13066.389322936704	12321.900539906952	11692.841408370095	11081.683079002787	10171.954718908131	9851.791086453233	8518.421637964491
12964.752060294919	12236.443938985474	11618.840483936508	11017.050781616053	10118.55494119953	9801.706057051588	8479.576990769667
12866.66136726909	12124.148097328543	11499.032452304837	10893.47827657036	9994.782854815221	9679.129312251982	8367.053550757399
12871.849538118297	12119.339752168766	11487.827259082798	10877.638580669398	9974.432838996163	9657.751033417695	8343.696652010809
13063.797752812601	12326.29416979379	11701.452651876234	11093.064273292708	10185.434712135295	9865.539987237895	8531.46348167901
12898.205758879856	12156.676000291487	11531.80337106108	10926.03266129617	10026.338909623497	9710.178941816308	8395.395060432733
12950.605693069983	12213.283948124968	11590.166244003005	10984.691266638773	10083.289902888391	9766.026933246856	8444.628508814974
12979.26845157787	12227.88372800858	11595.732359384208	10983.69811723328	10075.892890026244	9757.15790295399	8432.74975431746
13052.41294087729	12321.965284717344	11701.929675180836	11097.276815937646	10193.737693875944	9874.928642628023	8543.878291627214
13014.553624987771	12266.016413974707	11634.99611851069	11023.091891751845	10114.063660952248	9794.583016925393	8465.933330693815
12881.419625224056	12134.280273126777	11506.161650108295	10898.38989025245	9997.450836192098	9681.25411506661	8367.915830297174
12822.884278484044	12084.20703928036	11462.093312083498	10859.272978497325	9964.377702951433	9650.001835190695	8343.024012330847
12895.016664625527	12161.829958805263	11541.97947550649	10939.499405500073	10042.27966062864	9726.423046516002	8410.614581448515
13019.074061504716	12267.696962346121	11634.898067653074	11021.744793307646	10111.574748562447	9791.857219189815	8462.864195737864
13012.638216494057	12273.520865496372	11648.463697731931	11040.770034016288	10135.550006232263	9816.821029754083	8488.816347311373
13041.417664633407	12299.824359903107	11672.945277771483	11063.694416744282	10156.4820123614	9837.127903310004	8506.821582310396
12917.486218806009	12179.46868139652	11556.463828476994	10951.647432497773	10052.061264930957	9735.631323431693	8418.469497969489
12948.317978143928	12212.363613410575	11590.143839538367	10985.344266509883	10084.66114039307	9767.588059213243	8446.76571801059
12878.70022334187	12144.000220310527	11523.60074894451	10921.159646580672	10024.87066967981	9709.545001817669	8396.753401546532
13047.954188829948	12302.13486406578	11672.444098086218	11061.060349095424	10151.593770936259	9831.663588349898	8499.84743257863
12966.3715992785	12229.162205701597	11605.99457515752	11000.357267949124	10098.540620261301	9781.09101999212	8458.75590923477
12889.810620026512	12144.774765279779	11517.861451390763	10910.81777600148	10010.290876847652	9694.081844672193	8380.044400942625
13061.06513639957	12322.65768836158	11697.527216259177	11089.227356046384	10182.277397870068	9862.743678594039	8530.585940766645
12950.30582168164	12208.868475835305	11583.121395891985	10975.760070061966	10072.577667934946	9754.930270211016	8432.926158989168
12938.494003511762	12197.144019212621	11571.750960070445	10964.954831431589	10062.955162292585	9745.804905268926	8426.202733794793
12843.798909416832	12091.789867268095	11461.132809691642	10852.098586119895	9951.077103215952	9635.266608380622	8325.203430242807
12943.346376505962	12210.133818449978	11589.73427766445	10986.306988465125	10087.045301090808	9770.322829167404	8450.331357391178
12858.434158567941	12117.827146074342	11494.019112008866	10889.503968911518	9992.014195766455	9676.708371342336	8365.800718748224
13111.360743646912	12374.094744278713	11748.927350084345	11139.791580978694	10230.355787572304	9909.653289597141	8571.435044865508
