# z_reio	Omega_Lambda	YHe	A_s	sigma8	Mnu_tot
12.274200439453125	0.6939560452803342	0.2479248783418283	2.293142705326346e-09	0.8484068276927046	0.11534927908091391
6.8677825927734375	0.6943257534735917	0.24802910043925713	2.0014365746382605e-09	0.7438980612703479	0.2599473783529258
3.4545974731445312	0.6774684878447994	0.24777081460081227	1.9354893589078155e-09	0.773694546944235	0.13537023667765136
9.158798217773438	0.6913144785440963	0.2476253983791572	2.1121775518762877e-09	0.7767774847257127	0.2562149022467456
10.112335205078125	0.7020157292425485	0.2480879710434477	2.1858021732127447e-09	0.7920684792542844	0.18943449332006077
6.2339630126953125	0.6995117043045435	0.24775145660678918	2.0192591740307963e-09	0.7646474623252101	0.18499761353370037
8.958755493164062	0.6855409238603429	0.24790940249377597	2.1462049035386867e-09	0.7925690717988024	0.17958542340448125
6.6242218017578125	0.7145201728768682	0.24813994737247744	2.028539855012396e-09	0.7892074907851864	0.1014902087914059
10.137603759765625	0.6954689105259965	0.2480210191154689	2.1184748551567808e-09	0.7845592601029192	0.19070185087882574
8.082778930664062	0.701488024352739	0.24788292173484533	2.1310534847507206e-09	0.7910997671550284	0.17458777230120112
10.804412841796875	0.71827903103446	0.24793042096996737	2.259380026387912e-09	0.786183965486996	0.24207050585723502
8.836624145507812	0.7140515013530184	0.24825808258093995	2.1787087445462103e-09	0.7737667652953798	0.22719988515479717
5.9258270263671875	0.7099870542999238	0.24798389126339584	2.0661446821945977e-09	0.751879929848792	0.23282752194150252
12.639190673828125	0.6934124252341302	0.24805685140529515	2.3554552215098667e-09	0.8550369394641167	0.10962608429479169
5.1523284912109375	0.6998371541469022	0.24786251480568816	2.0678934365341794e-09	0.782478175474952	0.14540925455802364
7.3001556396484375	0.7288199281411512	0.248211486970727	2.076737799461736e-09	0.7925947796724977	0.10706655053347888
9.369369506835938	0.7211410651289704	0.24818999526113064	2.1402402677250806e-09	0.7559402889269915	0.2518969830569091
5.1151275634765625	0.7017355572303225	0.24803928689150803	1.9890429972079533e-09	0.7625029281750687	0.13696665094740174
12.875030517578125	0.7055438371817169	0.24778974232976364	2.3109954573207786e-09	0.8321280483078033	0.1300194078979795
10.252716064453125	0.7052616731469192	0.24792942586437663	2.1355452342926093e-09	0.8020117203183557	0.12863236903252895
11.179229736328125	0.7201249947540359	0.24838798124164072	2.2948457730821397e-09	0.7885090330326191	0.2674680231877017
8.213333129882812	0.6896799107381739	0.2481879954651934	2.1817443697954827e-09	0.7904649466416982	0.21185035668594962
6.0072479248046875	0.6756431198911088	0.24786126518960916	1.9998103212285114e-09	0.7965764361513188	0.10437631218132976
11.924652099609375	0.7165814652035387	0.24812003934286295	2.3188874155341827e-09	0.8410359841253859	0.10296106383478232
9.477462768554688	0.6938178021852879	0.2479850639640856	2.1226357717684476e-09	0.736342644156273	0.42995564046127355
8.266677856445312	0.7060562602087959	0.24809459315264237	2.193047675239666e-09	0.8081231384061446	0.1460169824111079
4.7824249267578125	0.6866792342914098	0.2476012616086644	2.0112289035109284e-09	0.7900889137800597	0.12268887436211362
8.481460571289062	0.7241303365098379	0.24806665190023483	2.1265571218514884e-09	0.751966849705554	0.281148751695111
9.364456176757812	0.6957579618932795	0.24770090570498438	2.158328826590654e-09	0.8236407153472143	0.10951767871264649
11.250823974609375	0.6834700555597202	0.24781879361585288	2.218878548109596e-09	0.7886374798850875	0.3260027383923786
8.479354858398438	0.6913438358553714	0.24816268162584956	2.0935338895764534e-09	0.7325704037464248	0.4241283721546417
6.7042388916015625	0.70758219285152	0.2482275952959385	2.0703036907061243e-09	0.7975779152841321	0.12283445191705886
12.072052001953125	0.6914923344334162	0.24797134781296745	2.2877173717807702e-09	0.838129048359347	0.11700230126873713
11.979400634765625	0.708857477113169	0.24809412867442884	2.231567691185326e-09	0.8240025761366757	0.11814941482128181
11.020599365234375	0.7070383992571501	0.24815812600796133	2.2461112322774773e-09	0.7926416784790216	0.19765978653760455
8.061721801757812	0.7012811151781074	0.24814124091738352	2.131473355372601e-09	0.7633076311781577	0.263611171725597
5.7173614501953125	0.70790409494549	0.2482072439532777	2.0532891832258047e-09	0.7641099682903951	0.1893934264769994
10.508209228515625	0.7026088597925636	0.24812244014349652	2.188128587615431e-09	0.7529767136040718	0.355938622283542
14.290069580078125	0.7019875790115795	0.24794751857050798	2.4443354592793858e-09	0.8579900677398576	0.1210777536669916
12.976104736328125	0.7070377399629182	0.24815848846950456	2.3298572451357483e-09	0.7975177136517612	0.26768204342154683
7.4047393798828125	0.687387896794206	0.2480156748988823	2.089308730930741e-09	0.7327442398938908	0.31722601319237603
9.970901489257812	0.7132988062276742	0.24788683073395454	2.1649376238176556e-09	0.7681167913242337	0.22979586461016868
11.844635009765625	0.7003681636803416	0.24830833918679923	2.320356594537266e-09	0.846807486636478	0.11166069212621184
12.987335205078125	0.6985038177927227	0.24799665161734857	2.2881558962924057e-09	0.8069026121470579	0.2419880576225133
8.809951782226562	0.6724126476926124	0.24781599736479332	2.1832135248953073e-09	0.8177383223042035	0.18232786373313492
13.377593994140625	0.7111618300368986	0.24819165814987068	2.3683286526549774e-09	0.8034140719544902	0.27455961264884404
9.752609252929688	0.6918269816767914	0.24798666138770786	2.2160174450713477e-09	0.7561523201647388	0.41069804783768615
7.9409942626953125	0.7198442032867274	0.24815445730406258	2.1482730408535457e-09	0.7988907977585462	0.11443006175111631
9.605209350585938	0.7048854495705708	0.24800674052803665	2.207158537308623e-09	0.7858267736395675	0.24477368617636291
8.896987915039062	0.7149743084794924	0.24790714919049855	2.172947144650297e-09	0.8117270118680161	0.10279094181580162
3.4974136352539062	0.6846218943701119	0.24774898428734202	2.009935504457782e-09	0.7808806695560578	0.14579771932667
8.568496704101562	0.7078259223856287	0.2479437260697063	2.0574900089521383e-09	0.7837677017827566	0.15795799229598106
9.016311645507812	0.7056004284727413	0.2480963594415415	2.1717323746579404e-09	0.7157188586602811	0.3795099113375119
10.199371337890625	0.7139047892428885	0.24807135842165162	2.156077477380109e-09	0.8129837137086625	0.102501960788233
