# omega_b	omega_cdm	H0	ln10^{10}A_s	n_s	tau_reio	m_ncdm_lightest	log10Gamma_nu
0.02256982212985322	0.11872264049962321	68.05170668444016	3.1325083301388417	0.9801431305285058	0.10594262605570387	0.012345936469134471	4.186095315797333
0.02281729944280593	0.11696125021360851	68.23570002072512	2.9964503030282486	0.9677179071260676	0.047413610078200046	0.07674901002371903	4.515339791713943
0.02220826425914704	0.12015118282341528	66.6270357747018	2.962945286162685	0.9640357874530531	0.018405887991002484	0.024239084775700734	4.451662990212287
0.02187060620829331	0.11813764467194132	67.93950979125513	3.0503045234277764	0.9732469451416609	0.06780525054106167	0.07535168253611708	4.042743615064232
0.02295833396938262	0.11507771627478361	68.46090079686213	3.084567981495338	0.9894182420274974	0.0825082004483842	0.04917500440171618	4.264249641240032
0.022163133700417566	0.11653142059782211	68.32092289613719	3.0053157916102613	0.9588049859048231	0.04059154372663021	0.04731754654784455	4.372916852409611
0.022533290600869386	0.11894644018176542	67.42794123323722	3.0662862142561633	0.9484899474284895	0.06763184779465231	0.04502103540805401	4.264099254084135
0.022726018633938024	0.11368754860552696	69.15559550218329	3.0099013439943114	0.9892599069069801	0.045698276546483826	0.0014482679835208943	3.609656360656997
0.022798013316726793	0.11746915296187994	68.26601243588634	3.05328151483498	0.9676962416580022	0.08162061886017762	0.049701709735367854	4.591306583186308
0.02247089979319154	0.11540699367782586	68.31117259515442	3.0592015442238716	0.993132501547294	0.059094224259586395	0.04286707107718632	4.172130351391427
0.022512627444632536	0.1128930286438334	69.91490736682114	3.117675544037244	0.9839830479351114	0.08932466236908262	0.07000913434469733	3.725964833320498
0.023371623276102208	0.11376300038524804	69.7876623162788	3.0813174752893344	0.981463500792866	0.069509261178129	0.06429811065496699	4.5635386228814285
0.022709623982539985	0.11402022355212567	69.21040116695535	3.0282694913433703	0.9674312780594357	0.03891184821357575	0.0664720607810366	4.24884525884791
0.02283629019946789	0.1187545290610135	68.05755406748368	3.159319101786578	0.9797906404577604	0.11146360092624288	0.008268081662859196	2.8227727242881877
0.022422917368898225	0.11649071730333022	68.27032005064808	3.029115518590176	0.9572010225392499	0.03172778118521288	0.02940151350218894	4.823236227349646
0.02307997010350228	0.11270184903414909	70.82700232929503	3.033383389891026	0.99557083553341	0.05307846574566144	0.00628069562300402	3.756238963859697
0.023205164651238543	0.11229592091764777	70.33130695335238	3.0635031903633685	0.9802511950155554	0.07522809902097242	0.0737289666259719	4.386476507385075
0.022652035193898336	0.11504629272825331	68.16233609447885	2.990238710132454	0.9616425301372976	0.031851837836237434	0.025086118912604406	3.0918438622005504
0.022183010360905708	0.11582238765252842	68.64077706618247	3.1402634586074982	0.9638241333360146	0.11256487582250779	0.021313276455797343	3.952586507837821
0.02258056677791274	0.11521440570251068	68.54800941721565	3.0613070861307223	0.9821959948756146	0.08307090782458695	0.020530521993361382	4.972527243831056
0.02346301587090374	0.11378404900826629	70.67900393501185	3.1332507329770487	0.979410011815877	0.0968710481154471	0.07955036892419176	3.034555844599491
0.023200296462928812	0.11884215439618925	68.1203170707294	3.0827098194609523	0.956147853968356	0.06143716231438559	0.05827692366812292	4.900947728171399
0.022275374720133873	0.12173574854012005	66.68268203551604	2.995637429670708	0.9501703088012724	0.03835331240686969	0.004048965524179593	3.283355508225334
0.022813049475568437	0.11450972354015249	69.65090056310983	3.1436726013757537	0.9794496403068625	0.10403794242703676	0.002803945103403104	3.3764313475521006
0.022442795210224874	0.11619307289143083	68.36997944197401	3.0552436980047695	0.9826931224808556	0.07278138015021035	0.13744379060669465	2.9523011020738297
0.02290266065347698	0.11704250187516377	69.24558627553375	3.087877301928862	0.9631875019457836	0.061732440348802334	0.029702722846668	3.9270519606495213
0.021814925539766272	0.11909940515804127	67.20154900247505	3.0013310230209425	0.953721809784442	0.02784526536565758	0.017040685386673367	4.965388103662189
0.022774556534276576	0.11212103717910477	70.63797167597457	3.0570893902547627	0.987550656217088	0.06422480769006844	0.08460259069000778	2.8672440352753723
