# z_reio	Omega_Lambda	YHe	A_s	sigma8	Mnu_tot
10.965850830078125	0.7045231041380711	0.24812536156064507	2.2734576827390863e-09	0.823328580821458	0.20734800696775024
10.477325439453125	0.6887000285671931	0.24779131057353204	2.2591430024015885e-09	0.8289519623955262	0.18346653186056847
5.8507232666015625	0.6973843376783274	0.24829063967720727	1.987782593037095e-09	0.7629526039787482	0.20062724711785257
9.757522583007812	0.7108271912551103	0.24789599402217352	2.2571967621763367e-09	0.8372295670775973	0.06851762667579103
6.962188720703125	0.7026974776739013	0.24827832368895664	2.05849992179652e-09	0.7429888072831945	0.31878475383646643
11.259246826171875	0.686873835789811	0.24782919385578148	2.2444295712991085e-09	0.8191165605744893	0.12837985474952796
13.096832275390625	0.7032756385926456	0.24799203088316907	2.3361961764866978e-09	0.8069468933157368	0.24114891243334716
8.892074584960938	0.7180526084627163	0.24806877551164985	2.0946349617473806e-09	0.7720762879152537	0.18909560557079055
7.2889251708984375	0.7144151710122684	0.2483738670082755	2.072516447333913e-09	0.7980262013142205	0.07609637289353528
4.216865539550781	0.6873517957080639	0.2476206220312534	1.9315029328697656e-09	0.7775700904326217	0.1228939248034385
9.373580932617188	0.6979720937566114	0.2479101026457007	2.0529802195525865e-09	0.7962099736720739	0.12137763775585436
7.7367401123046875	0.6918211307593054	0.24807108840865222	2.0928938689746094e-09	0.8209857260498296	0.051828446469274134
7.0236053466796875	0.7019848317558358	0.2477733966511155	2.0883009664812943e-09	0.7949058072678812	0.15700708796480436
3.9638290405273438	0.688912637937962	0.2478127649251006	1.9512700959213176e-09	0.7265457425791183	0.3576532775893039
9.925628662109375	0.7021455821765401	0.24770470440971612	2.240140389058381e-09	0.8360912940956577	0.09116478399703712
7.0172882080078125	0.7019865304869608	0.24813491603833068	2.0347657186212607e-09	0.7580296474948496	0.19604203659529684
10.393096923828125	0.705833194863194	0.24781368992980335	2.183418245759121e-09	0.7630838707851373	0.33754293613524977
13.141754150390625	0.7156556269816665	0.24821750022556313	2.3715517369734744e-09	0.8550296778472887	0.08541693298406866
11.193267822265625	0.6886626020816761	0.24798786370532797	2.253550567072089e-09	0.8394295473579084	0.07879586437783603
10.671051025390625	0.6995387497282675	0.24791810362004257	2.228070254327411e-09	0.7381079038237502	0.38538503526340595
5.7910614013671875	0.6855448486502557	0.24767498993264755	2.0492866746565747e-09	0.7844005269252944	0.17223731702606715
10.720184326171875	0.7028079156357786	0.24829092518727558	2.2147983934560345e-09	0.8015495927776352	0.17451754487953763
9.346908569335938	0.7086842752837815	0.24805984139738133	2.1386667524763536e-09	0.8013185289638635	0.13002767078426541
9.697860717773438	0.7124729978429432	0.2480907304065901	2.223492411900689e-09	0.8127304692618222	0.16223002279314602
7.1878509521484375	0.7054800822286991	0.24811408604797744	2.074538017809219e-09	0.8089852624488967	0.08079327748757345
9.450790405273438	0.7031054575487885	0.2479133430563312	2.120170951984589e-09	0.7672371914553352	0.260919538120981
12.533554077148438	0.6977401737395585	0.24770494972449492	2.2415050375813515e-09	0.8265709176337599	0.108590726454837
