# omega_b	omega_cdm	H0	ln10^{10}A_s	n_s	tau_reio	m_ncdm_lightest	log10Gamma_nu
0.02198705629505128	0.11532511512249657	69.21413750686744	2.9808652812477194	0.9852088330938246	0.028916318440233603	0.02969569276068847	3.09760674916381
0.02300294519765053	0.11410185930836465	69.15399262816923	3.0579158272121076	0.9844794751169524	0.07126050638323343	0.008464764526968357	3.518476618412077
0.02200902292022417	0.1204177402834412	67.31442256015768	3.0081084100384587	0.9637299270849636	0.043874636610390254	0.13047078949890353	3.0009658444767022
0.023092815170803943	0.11679840273605041	69.0511512205546	2.9931941205535613	0.9800759237966935	0.02381315702217325	0.010200997772974063	4.576913654080574
0.022596001349189224	0.11648582552062442	69.31373484733798	2.978767767132876	0.9706155914945308	0.04368730364887841	0.006680961574749628	3.208153285217227
0.022002757886078517	0.11810440568542337	67.28085681523655	3.0051972735582253	0.9508884143360601	0.049672563103316025	0.0048569091149494965	2.94720953607693
0.022319220218907396	0.11825061065850294	68.88405501486253	3.073671804250214	0.9612199773810937	0.07472959195734372	0.09066576959494795	4.827503776437416
0.022349507970327216	0.1192373817595501	67.99000331474083	3.049438515443272	0.9851861811001976	0.04975203656083215	0.018317527159171284	3.565094230138929
0.022739672410725078	0.11751568504509412	69.09624414958579	3.158914357500264	0.9928264931831597	0.11075247571611807	0.02693547168475542	3.3101197772913293
0.022656000526056833	0.12040983791265343	66.96658272123031	3.0068986817194916	0.9749981961228504	0.034857620575433436	0.04494924550184166	3.1285170423135633
0.02269246951370948	0.11944087233566911	68.86053467736751	3.009791144346909	0.9826776539654023	0.04733900200507356	0.07312356749809328	3.1683299912134375
0.022467504529014116	0.12157059726746794	67.16567683901455	3.0839664791711847	0.9540437420875677	0.07405839716549154	0.05064636548726728	3.567382574806139
0.022699434169019234	0.12034834699323359	68.45245292481955	3.108637929740023	0.9668366552675964	0.08301544533594958	0.022973815118321028	4.044618627408033
0.022866362028206792	0.12023115628931554	67.54305072432247	3.132787511869978	0.9593256290383169	0.09091974774529953	0.018506684728768524	2.585207105831283
0.022594234504819694	0.11394190641076408	70.10851446969524	3.119597936677353	0.9943259509605772	0.09467033639921052	0.00011610674138770973	3.588204929856607
0.02157059471807446	0.11773275397511337	67.15837980772362	3.0804719973349157	0.9643142133453362	0.07486746940139166	0.047082152600990815	4.143861765021059
0.02221435480631169	0.11748058267682797	68.14308780779123	3.0112864623778894	0.9794042144351464	0.02892337570920059	0.03922405615861137	3.5620718487492735
0.02302573147902326	0.11318855732094019	70.31045608506642	3.0160346452598543	0.9793398574145656	0.05163705388103913	0.08831970454974866	4.3654742550862125
0.022259055410677766	0.11677861217469185	68.54641384570785	3.082830164720132	0.9773849991715506	0.07390805167633009	0.11223646887361927	3.5083557712936457
0.02281406235393777	0.12269253788185759	67.02523161060111	3.019340675495943	0.9606165539778121	0.04509627900434395	0.018272682682488835	2.917247167703396
0.02268964901682569	0.11427370741798555	69.71700778138845	3.1235099996868216	0.992230167863634	0.09353357076988551	0.05037278917740373	3.8578891823797923
0.02268169663386489	0.11819270790209932	68.92033799084302	3.096839019340159	0.960680724241351	0.09107634773298295	0.046269389925229665	2.6851482007650587
0.0215924386494825	0.11947372007128781	67.26656717665489	3.053285601845667	0.9679941992713451	0.05438123378535603	0.03048714247554945	3.6417958266295507
0.022745213964677168	0.11558784168443707	69.41696074680998	3.0157406611354793	0.9558197342588864	0.044693101081516445	0.03387125655648925	4.952385501260684
0.02270792569483789	0.11894337355939724	68.40314731821077	3.173637520846006	0.9688297511302978	0.1067073563166995	0.0010966791202485513	2.8685503144394944
0.023305537186898963	0.11740574793467962	69.03252639681747	3.039883688439692	0.9896304943984748	0.05534758087964447	0.006772504471850799	4.918330267137154
0.022792079436889965	0.11491091881585931	68.86715272603394	3.1260412485063496	0.973053308619031	0.1062086725119927	0.04365201834127582	3.9608297780394417
0.023074235771016246	0.11642022059003578	69.84901837821617	2.981952155510984	0.9829456942592206	0.022440574889116688	0.08157273613913874	4.100747232027693
0.023464499319362155	0.11659823631994963	69.64070121180033	3.0402874319222315	0.974369276277993	0.0588357567562776	0.0014150579964995308	2.757826757378555
0.02171038031966626	0.11974008092872201	67.48579881296216	3.061823747705173	0.9619468940719398	0.07192881409141955	0.06639465588536124	4.068016956683899
0.02351237487498749	0.11542308861153944	70.17942792823634	3.0480690842185396	0.9682891257863184	0.06705004717079796	0.034671782068102036	4.495723919008044
0.02288690225819183	0.11595838151212919	69.52185174375964	3.1597433704513933	0.9736632499239161	0.10359247337708336	0.002195553575463486	5.405748375653617
0.022504549443904738	0.11769107103435687	67.45466738388374	3.0766395656511105	0.9724563075445662	0.08569619768075071	0.029453701032665407	3.420664103870684
0.022862014600644954	0.11977501198597551	68.82023372713853	2.9854867317139644	0.9836169114418365	0.02341820529026327	0.021883557604207397	3.207076927297657
0.023058622422416818	0.1186570578562713	68.05466267694368	3.0654304909308836	0.9880152640159522	0.06794328224354323	0.04044105868434531	2.631423793640468
0.022856901233069805	0.11539384341957809	68.83854019057145	3.0230885001627352	0.990977601700353	0.04152544612461925	0.0005991020307312872	3.038492518766466
0.022514223123665716	0.12110836344152706	67.6433790622679	3.0479746754702908	0.9551786819350835	0.06623370844026871	0.08387919852590914	5.243689148253425
0.02209280977910183	0.11800802235832289	68.13087992763921	3.053640122397186	0.9887994925833601	0.06736723360149666	0.09134543645018442	2.6233388471563734
0.02304435970492794	0.11298003614603337	70.16362153900987	3.137488516061375	0.9853642002511147	0.09930718584409709	0.04049444046106265	3.3534812880449354
0.022532999101443834	0.11496895353346877	68.98959267321298	2.9583316583431905	0.9797427749903316	0.026625810879312158	0.04998290897421925	5.1909167731416
0.023070715534001293	0.11396064082453178	69.9370574627631	3.047084446039221	0.9682593178280481	0.05925259507150497	0.0013624426642988262	5.495535508961781
0.022925768315960906	0.12006616625015239	68.28877141552582	3.1387380736542347	0.9799283103822887	0.10084632613825044	0.06716353877243748	4.669727838658991
0.02304092889141359	0.11824751782074543	69.29147063556586	2.9988516169263724	0.9618038135299442	0.04978978169029105	0.048237107947637026	4.5658911572462815
0.02231587892876391	0.12173071897708507	66.42448613054502	3.0099417058296414	0.9483551254793412	0.03789722059387464	0.022716589442010382	3.2127919843367776
0.02263819590248771	0.11967101495123063	67.653527082205	3.092804659241235	0.9718261323850502	0.0729708422421327	0.12940912337241173	3.992336945017368
0.023161398263289303	0.11640246069580057	69.28004575469042	3.0763659787881563	0.9722539929283437	0.07142742236296142	0.07777292321259398	3.1233030373793955
0.022523843073528445	0.12032118220010828	67.40376946086107	3.028422459612418	0.9520686439879088	0.04295730640574852	0.051579743332553205	5.008510724610183
0.022478194422312622	0.11631746430331635	68.97185400715802	3.060937120462021	0.9861097457177721	0.07206041286011611	0.09357234406936614	4.590960741893899
0.022397691211073472	0.11776420178661011	68.89843825715158	3.061903413750225	0.9692485345151806	0.0715987115113986	0.14440979475136567	4.77987230117726
0.023259255221226675	0.11554919968769897	70.11753910487197	2.9939510165855743	0.9799100492512766	0.04038987861195999	0.03153816194477462	5.427453722519569
0.022099270097272684	0.11599162074164546	68.44600797131368	3.1086050559812906	0.988321620309737	0.0927440192151585	0.013109276124554887	5.205568628901627
0.023252417558335983	0.11379414159425906	70.3079103774764	3.0290406444508577	0.9738453414662301	0.06487541194879204	0.051586852826407646	2.6817982492982497
0.023441160695585397	0.1156516289494145	70.21509090995751	3.0760555264924165	0.9785429383061486	0.08569570404551352	0.009804264033259614	4.736980171790615
0.02301495133335625	0.1172977964266	68.98941520719934	3.042451972161337	0.9701685874047762	0.039406596476993606	0.006796064190400106	4.243551491188727
0.02300313745998121	0.11747353132673725	69.81181248413536	3.0163296360023053	0.9696438496220854	0.04216719743208208	0.06579632270847288	2.695076912284508
0.02333366716254891	0.1153891681786272	70.29844073343311	3.084775296770889	0.9901213298300073	0.09158783363948048	0.0728895806888098	3.154564562299797
0.022292704902215105	0.11734844343757257	67.71415040339258	2.989954568183339	0.983451132056138	0.038642594614987875	0.03413965668634827	4.757294038417498
0.02255399921813697	0.1206637129489448	66.89382789586229	3.0653319639422136	0.9679602710130989	0.06727129362450059	0.018666865570124955	5.123510427812255
0.022670742659348146	0.11960821864095492	67.5260611456443	3.0837315655589204	0.9801339977206182	0.08032683934496787	0.02432773876151036	3.363997589655602
0.022317623639582503	0.11738252300840152	68.6230843367416	3.151644186839218	0.9838085346698783	0.12318810448172265	0.00010206771525189109	2.833850574023081
0.022867073032621765	0.11782071314210864	68.72010302781348	3.013872051476583	0.9509155591500564	0.052194751664357664	0.0551432552790629	4.135656997782205
0.023092402077466462	0.11335015439457559	70.4352455003552	3.034191619047628	0.9775932774631466	0.05791227307847838	0.07955587380798393	4.023802062858621
0.023186392558027125	0.1176270373287013	69.30047755129908	3.0140021719895294	0.9705873004295146	0.03456859197586615	0.01845928957731276	3.2727199510664664
0.022055915755958073	0.11499041723579176	68.67085162636938	3.0344627007821146	0.9771247390578293	0.06981383572644045	0.02549487574743004	5.186193298357095
0.022056895210195014	0.11815406721669638	67.01485755549338	2.967642398394071	0.9709611016703787	0.021150113868649574	0.006548909097440029	3.7181742010794085
0.022269923738689218	0.11739813865283814	67.53115531875093	3.065198406716083	0.9781402776970138	0.06577594602567616	0.11828154880664063	2.7827970286015753
0.02291803240378599	0.1172235600575363	69.60939935522947	3.0756678929923016	0.9560099962253978	0.06678919360521456	0.03824866838847563	4.605007543750265
0.022737531672967746	0.11801504991508893	69.09013863984619	3.063603558637833	0.9643794458268007	0.07668516309267367	0.11347677887161396	4.887347837578817
0.023055337012551497	0.11779102935850805	69.1201105493539	3.0737294592004534	0.9921565483977962	0.06929872973309287	0.0017691987858986255	4.354842725749326
0.022514662722161946	0.12074986908279586	67.167768516555	3.05667432076532	0.9450059666838698	0.06926315022935178	0.0015581303869249062	4.992856397668367
0.022429212627681487	0.11944945124292149	68.51883741604718	2.9842825227036	0.9660404074263529	0.03408796259215847	0.03301284971126312	3.7499897923604735
0.022453250345016107	0.11607038026978914	69.45091504796517	3.063495433804189	0.9847368094107409	0.05433202287115348	0.025058576481450608	3.345662412839051
0.022483959787568744	0.11838918604174412	69.12981043129138	3.075504401922506	0.9854877224263311	0.07928738123526341	0.09992923249230737	4.810898226596316
0.02356044575421762	0.11619273110214805	70.28806676911796	3.072543707876346	0.9640529978821022	0.07084208035532275	0.0123424200427956	4.665475348015182
0.02227845188460607	0.11866261703339176	67.95331237763533	3.0790170373582084	0.9802911620811068	0.07159909810974724	0.011357116422644371	2.682772690582997
0.023221341674085887	0.11524755589244338	70.70974587963504	3.1149162820325236	0.979467401562321	0.08687157812137536	0.011500271084369268	4.981146190165335
0.02332223129046535	0.12052229205173023	68.88676984625778	3.0468638922775924	0.955516012303413	0.05734002903956744	0.02586525574377868	3.1366289270905345
0.023150754695845887	0.11700017608619512	70.24317688253207	3.0694656359390837	0.9730357629411301	0.08023136220995782	0.08589016923714432	2.8549091213605853
0.022577172230212664	0.11916794284419223	69.12167945906818	2.9692887012477645	0.9639277759414981	0.02052633439039804	0.07867735633320809	3.6559699271834365
0.022380285794066347	0.11886625796005951	68.5341028411339	3.056336827872109	0.9821906845018453	0.05649689892718587	0.003530099181833374	4.1686963600710865
0.022503809810148993	0.12155833634482473	68.09365056191528	3.048102715785676	0.959239536548224	0.04498287321623691	0.037140743410231596	3.608168292856078
0.023256868476850354	0.11973158295201515	69.09303007697798	3.044474188523371	0.9657810045242454	0.04060747147201733	0.037844804501598	4.017325687991391
0.022500587691343072	0.11704140516196988	68.97556943913823	3.042560414528967	0.982065117588416	0.0608147501874437	0.075825796990089	4.297264849864962
0.02288508045637563	0.11784481542824904	69.3402424090936	3.0611527375815224	0.9793454953196006	0.07383847033712018	0.11646005844077942	3.3490869950286815
0.022555580915387424	0.11985738803053894	68.24290614410545	2.983864199007217	0.9736629907359166	0.04328243469815836	0.06947640820519865	3.397701665010378
0.022254759508723496	0.11705660009832529	68.76741259174547	3.0386772789363863	0.9690796070921609	0.05796668713870487	0.1378783923584834	2.515903944614042
0.022607194942303194	0.11518020815240614	69.36642536105617	3.071362519559048	0.9616551048181207	0.07176432237319039	0.0632308551551075	3.7501915198617435
0.022644182750310726	0.11751384305121482	68.77402308140225	3.0920427178875918	0.9809652362375278	0.0694445460422369	0.1330873252134416	3.872133573139466
0.021721667405285246	0.11748654556879048	68.65000217760037	3.0186145135016793	0.9637897780741596	0.047474013883910954	0.021150937018363257	2.748778880549516
0.02245641668524372	0.1185514213996416	68.03217452052043	3.1220178271779537	0.987773464147662	0.08421521285918923	0.03399775685860567	5.307695357647789
0.02294242834242679	0.11798940197013617	68.85944996222781	2.968086080588347	0.9701000863603287	0.029485519771398093	0.053947855986885125	3.2954050348091033
0.022800477844849502	0.11350583112083762	70.75720073565189	3.058568675366381	0.9954002168639097	0.07669698147108732	0.03253964607657026	2.732551235541197
0.022461291420419725	0.11804909708221963	68.00814006129383	2.9895100557972976	0.9816066703875104	0.0491186444605219	0.061583349412720895	4.944498679839195
0.022222258869497767	0.11770972240582107	67.9871867030874	2.99091242834831	0.9471134331576347	0.029097252700926363	0.027990947432453468	2.7539919637660195
0.022969225704856537	0.11798758186933418	68.44095516014737	3.0488192209905884	0.963084507912395	0.061289918127878144	0.10628064720735607	5.1227686503029295
0.022148097050067903	0.11978947205983995	67.06015384179527	3.106086356235856	0.9683508054610271	0.0834133867765218	0.1168590334744207	5.0468733897315525
0.02284694505700478	0.12023892002290074	67.82839735126069	3.0960670994405266	0.9526752527780284	0.08068211569599837	0.018229762332661163	2.8379163010089172
0.022510399127701784	0.11744293827215303	69.08518380185274	3.0845924832853644	0.962072303463666	0.06100750931459823	0.04601756903121988	5.289008522118957
0.022716815508704535	0.11998539121567955	68.46709837605633	3.1200201100605316	0.9846483970473541	0.0947866698026084	0.06274114490951019	4.360046084158909
0.02245942077713603	0.12200518055975258	67.76865117785115	3.062323491035524	0.9750871924256302	0.06206056532786758	0.059658717313307366	3.8432601369147443
0.023047831037923967	0.11848279245287847	68.64364128768447	2.9902715333891803	0.9670937060607484	0.02620747992062552	0.07567180787915813	3.5026414755311017
0.02195685503204215	0.11719813300822078	67.40950705202513	2.986533781316367	0.9648006724308695	0.024912488744183323	0.0033761615044614673	2.6201721192833403
0.021698554714586	0.12040664944206368	66.93662148111899	3.0152533852340677	0.9546981922500697	0.041631018095974345	0.052101652595355645	3.5419082949538465
0.022458999673154352	0.12232602627728792	67.76008931486977	3.0535430277584203	0.9589449957726466	0.06024539304397761	0.005918069438947949	3.268177998435066
0.022952895399714332	0.11636269572166372	69.15319584611262	3.0750696967948907	0.9637805160845268	0.06734059181643022	0.09106539367328577	4.507366375376289
0.022204682819688168	0.11928948119796834	66.6924148597994	3.0567105814524282	0.9630049605383418	0.0713956249096631	0.06568111855220098	3.144145936978667
0.02203716590080268	0.1212383035629834	67.42007365028272	2.987437773239695	0.9501277383857336	0.03971578563621671	0.027083618011435405	2.643047527505802
0.02262038671020527	0.11965609544990273	67.46911604974872	3.0468062406288707	0.9758168803943343	0.05093162596478308	0.08927507478832367	4.404495925737613
0.022129768233494235	0.11690281070945599	69.0127745166176	3.153347531337436	0.9761819035788776	0.11551792942661837	0.016792251161678633	3.1064488694336796
0.023316950555299858	0.11750340591214309	69.36688755756366	3.091399341924396	0.976252865696015	0.08710068108505764	0.12358371656910186	3.6903917624778497
0.022152259002226372	0.11523742870121906	68.57820308978248	2.980019252742952	0.9881187308904019	0.041826312905041595	0.015826743918444432	3.874770189597924
0.021756444391852963	0.12180520972188547	66.29915970063021	2.978861117241221	0.9583704547346841	0.023772506312046505	0.054584806688101006	4.278842310699366
0.022289534063175822	0.12111288336244058	66.882279255581	2.9545752415524444	0.9688155996829746	0.02554143908957958	0.052325769463630774	2.5547161063487485
0.022196573807708873	0.11544800235311319	68.16505405943897	3.054406781154069	0.9844363548659778	0.05760994447775651	0.0024093696678541233	3.9098126611148825
0.022224846279480553	0.11961521655200656	67.74357881880941	3.096338046761919	0.9780088555270529	0.08410069038452926	0.03297509283751675	3.0317716452155197
0.02205300673982767	0.11544679047430682	69.51549013632165	3.0134521321750265	0.9676604655623319	0.04512042601427234	0.00643082138295707	3.6330194270264125
0.022916134773707558	0.11419926511430303	70.11691416308473	3.073120170921742	0.9758127240232691	0.06036955607155103	0.008381646010817397	3.889311422594586
0.02319111250345029	0.11548344027774379	70.40374803273863	3.0427089076927927	0.9763556185148434	0.05033351956724914	0.05599117913828583	3.6198967960407726
0.02264534970134366	0.11725070483526395	68.97266694043044	3.029214630627595	0.9779650555120407	0.05598973544378692	0.14099077004824154	3.6909445521833026
0.02220428228461802	0.11795614904704785	67.7501415565907	3.0510798274953896	0.9717612877950319	0.06836601103291398	0.08273388272434312	3.8231884717339204
0.022711886717639233	0.11408623245800167	69.5800819775175	3.005922658714113	0.9953064827152543	0.051770604213462926	0.0027142098999625684	4.166433347093654
0.02240230358927369	0.11903398194730162	68.8219602438566	3.1275425916992226	0.9677564547893626	0.10652771604026304	0.04391757109542533	4.794392707065956
0.022103637915243335	0.12286580433006891	66.88512727309404	3.02250963149024	0.9702567183235317	0.0333169184514876	0.006480441887964101	2.571022998249082
0.022633850325944786	0.1195894046524954	68.82881785648127	3.066638123116264	0.987163383545187	0.07689668959592294	0.02294576701229433	3.523764579259213
0.022912433639506947	0.11773636596690266	68.31340620081127	3.011460950280587	0.9602311101765008	0.04699380631304015	0.12150381349082313	4.235701678290927
0.022204970585485383	0.12149936311306932	66.90299942105966	2.9806382890873664	0.953899741580951	0.030570963934121863	0.08420404610079514	4.810292297537143
0.02202221130661468	0.11453354768749438	69.57236001346921	3.03853045846447	0.9770231183630133	0.05730462345298029	0.009700737340688655	5.1078852127189975
0.021878396549109606	0.11814160565283943	67.65888373580191	3.100277041754112	0.9822891396517407	0.09456472876812932	0.0889195834694631	2.938713566189017
0.022462616032265428	0.1157143658684579	68.56398008876334	3.057146868478768	0.9620584130887295	0.054061760178842275	0.07203940096924377	3.0594237940463525
0.022696168246364074	0.11877210735236099	67.64811144632621	3.0256016214483528	0.9676969616155168	0.05227346286619072	0.11753414802526616	3.987696587235013
0.022483853776711315	0.11466408667447123	69.19358664208681	3.017871368559888	0.9815930416987649	0.0584769485791755	0.08726136835290377	3.657894335347986
0.022499612142256216	0.11979430382880121	67.43287366695692	3.1358793540943153	0.9578066643113106	0.08935542859837764	0.03960941850523678	4.728907366854017
0.02265874421702058	0.12296903982362348	66.75746800651623	3.061854808046162	0.9661416006553852	0.06537930442430928	0.06985906931413885	2.987162263318844
